,track_id,seg_id
515,19,16
516,19,17
517,19,18
518,19,20
519,19,21
520,19,22
521,19,23
522,19,24
523,19,25
524,19,26
525,19,27
526,19,28
527,19,29
528,19,30
529,19,31
530,19,32
531,19,33
532,19,34
533,19,35
534,19,36
535,19,37
536,19,38
537,19,39
538,19,40
539,19,41
540,19,42
541,19,43
542,20,0
543,20,1
544,20,2
545,20,3
546,20,4
547,20,5
548,20,6
549,20,7
550,20,8
551,20,9
552,20,10
553,20,11
554,20,12
555,20,13
556,20,14
557,20,15
558,20,16
559,20,17
560,20,18
561,20,19
562,20,20
563,20,21
564,20,22
565,20,23
566,20,24
567,20,25
568,20,26
569,20,27
570,20,28
571,20,29
572,20,30
573,20,31
574,20,32
575,20,33
576,20,34
577,20,35
578,20,36
579,20,37
580,20,38
581,20,39
582,20,40
583,20,41
584,20,42
585,20,43
586,20,44
587,20,45
588,20,46
589,20,47
590,20,48
591,20,49
592,20,50
593,20,51
594,20,52
595,20,53
596,20,54
597,20,55
598,20,56
599,20,57
600,20,58
601,20,59
602,20,60
603,20,61
604,20,62
605,20,63
606,20,64
607,20,65
608,20,66
609,20,67
610,21,0
611,21,1
612,21,2
613,21,3
614,21,4
615,21,5
616,21,6
617,21,7
618,21,8
619,21,9
620,21,10
621,21,11
622,21,12
623,21,13
624,21,14
625,21,15
626,21,16
627,21,17
628,21,18
629,21,19
630,21,20
631,21,21
632,21,22
633,21,23
634,21,24
635,21,25
636,21,26
637,21,27
638,21,28
639,21,29
640,21,30
641,21,31
642,21,32
643,21,33
644,21,34
645,22,5
646,22,6
647,22,18
648,22,19
649,22,20
650,22,25
651,22,26
652,22,27
653,22,28
654,22,29
655,22,30
656,22,31
657,22,32
658,22,33
659,22,34
660,22,35
661,22,36
662,23,11
663,23,12
664,23,13
665,23,14
666,23,15
667,23,16
668,23,17
669,23,18
670,23,19
671,23,20
672,23,21
673,23,22
674,23,23
675,23,24
676,23,25
677,23,26
678,23,27
679,23,28
680,23,29
681,23,30
682,23,31
683,23,32
684,23,33
685,23,34
686,23,35
687,23,36
688,23,37
689,23,38
690,23,39
691,23,40
692,23,41
693,23,42
694,23,43
695,23,44
696,23,45
697,23,46
698,23,47
699,23,48
700,23,49
701,23,50
702,23,51
703,24,7
704,24,8
705,24,10
706,24,11
707,25,6
708,25,7
709,25,8
710,25,9
711,25,12
712,25,13
713,25,15
714,25,16
715,25,18
716,25,19
717,25,20
718,25,21
719,25,23
720,25,24
721,25,27
722,25,28
723,25,33
724,25,34
725,25,35
726,25,37
727,25,38
728,25,40
729,25,41
730,25,43
731,25,44
732,26,15
733,26,16
734,26,17
735,26,18
736,26,19
737,26,20
738,26,22
739,26,26
740,26,27
741,26,28
742,26,29
743,26,30
744,26,31
745,26,32
746,26,33
747,26,34
748,26,35
749,26,36
750,26,37
751,26,38
752,26,39
753,26,40
754,26,41
755,26,42
756,26,43
757,26,44
758,26,45
759,26,46
760,26,47
761,26,48
762,26,49
763,26,50
764,26,51
765,26,52
766,26,53
767,26,54
768,26,55
769,27,19
770,27,20
771,27,21
772,27,28
773,27,29
774,27,30
775,27,31
776,27,32
777,27,33
778,27,34
779,27,35
780,27,36
781,27,37
782,27,43
783,27,44
784,27,45
785,27,46
786,27,47
787,27,48
788,28,2
789,28,3
790,28,4
791,28,5
792,28,6
793,28,7
794,28,8
795,28,9
796,28,10
797,28,11
798,28,12
799,28,13
800,28,14
801,28,15
802,28,16
803,28,17
804,28,18
805,28,19
806,28,20
807,28,21
808,28,22
809,28,23
810,28,24
811,28,25
812,28,26
813,28,27
814,28,28
815,28,29
816,28,30
817,28,31
818,28,32
819,28,33
820,28,34
821,28,35
822,28,36
823,28,37
824,28,38
825,28,39
826,28,40
827,28,41
828,28,42
829,28,43
830,28,44
831,28,45
832,28,46
833,28,47
834,29,3
835,29,4
836,29,14
837,29,15
838,29,16
839,29,17
840,29,18
841,29,19
842,29,20
843,29,21
844,30,9
845,30,10
846,30,11
847,30,12
848,30,13
849,30,14
850,30,15
851,30,16
852,30,21
853,30,22
854,30,23
855,30,24
856,30,25
857,30,26
858,30,27
859,30,28
860,30,29
861,31,1
862,31,2
863,31,5
864,31,6
865,31,7
866,31,8
867,31,9
868,31,10
869,31,11
870,31,12
871,31,13
872,31,14
873,31,15
874,31,16
875,31,17
876,31,18
877,31,19
878,31,20
879,31,21
880,31,22
881,31,23
882,31,24
883,31,25
884,31,26
885,31,27
886,31,28
887,31,29
888,31,30
889,31,31
890,31,32
891,32,4
892,32,5
893,32,6
894,32,7
895,32,8
896,32,9
897,32,10
898,32,11
899,32,12
900,32,13
901,32,14
902,32,15
903,32,16
904,32,17
905,32,18
906,32,19
907,32,21
908,32,22
909,32,26
910,32,27
911,32,28
912,32,29
913,32,30
914,32,31
915,32,32
916,32,33
917,32,34
918,32,35
919,32,36
920,32,37
921,32,38
922,32,39
923,32,40
924,33,3
925,33,4
926,33,5
927,33,6
928,33,7
929,33,8
930,33,9
931,33,10
932,33,11
933,33,12
934,33,13
935,33,14
936,33,15
937,33,16
938,33,17
939,33,18
940,33,19
941,33,20
942,33,21
943,33,22
944,33,23
945,33,24
946,33,25
947,33,26
948,33,27
949,33,28
950,33,29
951,33,30
952,33,31
953,33,32
954,33,33
955,33,34
956,33,35
957,33,36
958,33,37
959,33,38
960,33,39
961,33,40
962,33,41
963,33,42
964,33,43
965,33,44
966,33,45
967,34,1
968,34,2
969,34,4
970,34,5
971,34,6
972,34,7
973,34,8
974,34,9
975,34,10
976,34,11
977,34,12
978,34,13
979,34,14
980,34,15
981,34,17
982,34,18
983,34,19
984,34,20
985,34,21
986,34,22
987,34,23
988,34,24
989,34,25
990,34,26
991,34,27
992,34,28
993,34,29
994,34,30
995,34,31
996,34,32
997,34,33
998,34,34
999,34,35
1000,34,36
1001,34,37
1002,34,38
1003,35,3
1004,35,4
1005,35,5
1006,35,6
1007,35,7
1008,35,8
1009,35,9
1010,35,10
1011,35,11
1012,35,12
1013,35,13
1014,35,14
1015,35,15
1016,35,16
1017,35,17
1018,35,18
1019,35,19
1020,35,20
1021,35,21
1022,35,22
1023,35,23
1024,35,24
1025,35,25
1026,35,26
1027,35,27
1028,35,28
1029,35,29
1030,35,30
1031,35,31
1032,35,32
1033,35,33
1034,36,4
1035,36,5
1036,36,9
1037,36,10
1038,36,14
1039,36,15
1040,36,19
1041,36,21
1042,36,22
1043,36,25
1044,36,26
1045,36,28
1046,36,29
1047,37,1
1048,37,3
1049,37,4
1050,37,5
1051,37,6
1052,37,7
1053,37,8
1054,37,9
1055,37,10
1056,37,11
1057,37,12
1058,37,13
1059,37,14
1060,37,15
1061,37,16
1062,37,17
1063,37,18
1064,37,20
1065,37,21
1066,37,22
1067,37,23
1068,37,24
1069,37,25
1070,37,26
1071,37,27
1072,37,28
1073,37,29
1074,37,30
1075,37,31
1076,37,32
1077,37,33
1078,37,34
1079,37,35
1080,37,36
1081,37,37
1082,37,38
1083,37,39
1084,37,40
1085,37,41
1086,37,42
1087,37,43
1088,37,44
1089,37,45
1090,37,46
1091,37,47
1092,37,48
1093,37,49
1094,37,50
1095,37,51
1096,38,5
1097,38,6
1098,38,7
1099,38,8
1100,38,9
1101,38,10
1102,38,11
1103,38,12
1104,38,13
1105,38,15
1106,38,16
1107,38,17
1108,38,18
1109,38,19
1110,38,20
1111,38,21
1112,38,22
1113,38,23
1114,38,24
1115,38,25
1116,38,26
1117,38,27
1118,38,28
1119,38,29
1120,38,30
1121,38,31
1122,38,32
1123,38,33
1124,38,34
1125,38,35
1126,38,36
1127,39,2
1128,39,3
1129,39,4
1130,39,5
1131,39,6
1132,39,7
1133,39,8
1134,39,9
1135,39,10
1136,39,11
1137,39,12
1138,39,13
1139,39,14
1140,39,15
1141,39,16
1142,39,17
1143,39,18
1144,39,19
1145,39,20
1146,39,21
1147,39,22
1148,39,23
1149,39,24
1150,39,25
1151,39,26
1152,39,27
1153,39,28
1154,39,29
1155,39,30
1156,39,31
1157,39,32
1158,39,33
1159,39,34
1160,39,36
1161,39,37
1162,39,38
1163,39,39
1164,39,40
1165,39,41
1166,39,42
1167,39,43
1168,39,44
1169,39,45
1170,39,46
1171,40,30
1172,40,31
1173,40,32
1174,40,35
1175,40,36
1176,40,38
1177,40,39
1178,40,41
1179,40,42
1180,40,43
1181,40,44
1182,40,45
1183,40,49
1184,40,50
1185,40,51
1186,40,52
1187,40,53
1188,40,54
1189,40,55
1190,40,56
1191,40,57
1192,41,1
1193,41,2
1194,41,3
1195,41,4
1196,41,5
1197,41,6
1198,41,7
1199,41,8
1200,41,9
1201,41,10
1202,41,11
1203,41,12
1204,41,13
1205,41,14
1206,41,15
1207,41,16
1208,41,17
1209,41,18
1210,41,19
1211,41,20
1212,41,21
1213,41,22
1214,41,23
1215,41,24
1216,41,25
1217,41,26
1218,41,27
1219,41,28
1220,41,29
1221,41,30
1222,41,31
1223,41,32
1224,41,33
1225,41,34
1226,41,35
1227,41,36
1228,41,37
1229,41,38
1230,41,39
1231,41,40
1232,41,41
1233,41,42
1234,41,43
1235,41,44
1236,41,45
1237,41,46
1238,41,47
1239,41,48
1240,41,49
1241,41,50
1242,41,51
1243,41,52
1244,41,53
1245,41,54
1246,42,8
1247,42,9
1248,42,10
1249,42,11
1250,42,12
1251,42,13
1252,42,14
1253,42,15
1254,42,16
1255,42,17
1256,42,18
1257,42,19
1258,42,20
1259,42,21
1260,42,22
1261,42,23
1262,42,24
1263,42,25
1264,42,26
1265,42,27
1266,42,28
1267,42,29
1268,42,30
1269,42,31
1270,42,32
1271,42,33
1272,42,34
1273,42,35
1274,42,36
1275,42,37
1276,42,38
1277,42,39
1278,42,40
1279,42,41
1280,42,42
1281,42,43
1282,42,44
1283,42,45
1284,43,28
1285,43,29
1286,43,30
1287,43,31
1288,43,32
1289,43,34
1290,43,35
1291,43,36
1292,43,37
1293,43,38
1294,43,39
1295,43,40
1296,43,41
1297,43,42
1298,43,43
1299,43,44
1300,43,45
1301,43,46
1302,43,47
1303,43,48
1304,43,49
1305,43,50
1306,43,51
1307,43,52
1308,43,53
1309,43,54
1310,43,55
1311,43,56
1312,43,57
1313,43,58
1314,44,7
1315,44,8
1316,44,9
1317,44,10
1318,44,14
1319,44,15
1320,44,16
1321,44,24
1322,44,25
1323,44,26
1324,44,27
1325,44,32
1326,44,33
1327,44,34
1328,44,35
1329,44,36
1330,44,37
1331,44,38
1332,44,39
1333,44,46
1334,44,47
1335,44,48
1336,44,49
1337,44,50
1338,44,51
1339,45,2
1340,45,3
1341,45,6
1342,45,7
1343,45,8
1344,45,9
1345,45,10
1346,45,11
1347,45,12
1348,45,13
1349,45,14
1350,45,15
1351,45,17
1352,45,18
1353,45,19
1354,45,20
1355,45,21
1356,45,22
1357,45,23
1358,45,24
1359,45,25
1360,45,26
1361,45,27
1362,45,28
1363,45,29
1364,45,30
1365,45,33
1366,45,34
1367,45,35
1368,45,36
1369,45,37
1370,45,38
1371,45,39
1372,45,40
1373,45,41
1374,45,42
1375,45,43
1376,45,44
1377,46,22
1378,46,23
1379,46,24
1380,46,25
1381,46,26
1382,46,27
1383,46,28
1384,46,29
1385,46,30
1386,46,31
1387,46,32
1388,46,39
1389,46,40
1390,47,0
1391,47,1
1392,47,2
1393,47,3
1394,47,4
1395,47,5
1396,47,6
1397,47,7
1398,47,8
1399,47,9
1400,47,10
1401,47,11
1402,47,12
1403,47,13
1404,47,14
1405,47,15
1406,47,16
1407,47,17
1408,47,18
1409,47,19
1410,47,20
1411,47,21
1412,47,22
1413,47,28
1414,47,30
1415,47,31
1416,47,32
1417,47,33
1418,47,34
1419,47,35
1420,47,36
1421,47,37
1422,47,38
1423,47,39
1424,47,40
1425,47,41
1426,47,42
1427,48,0
1428,48,1
1429,48,2
1430,48,3
1431,48,4
1432,48,5
1433,48,6
1434,48,7
1435,48,8
1436,48,9
1437,48,10
1438,48,11
1439,48,12
1440,48,13
1441,48,14
1442,48,15
1443,48,16
1444,48,17
1445,48,18
1446,48,19
1447,48,20
1448,48,21
1449,48,22
1450,48,23
1451,48,24
1452,48,25
1453,48,28
1454,48,29
1455,48,30
1456,48,31
1457,48,32
1458,48,33
1459,48,35
1460,48,36
1461,48,37
1462,48,38
1463,48,39
1464,48,40
1465,48,41
1466,49,0
1467,49,1
1468,49,2
1469,49,3
1470,49,4
1471,49,11
1472,49,12
1473,49,13
1474,49,17
1475,49,20
1476,49,24
1477,49,25
1478,49,26
1479,49,27
1480,49,28
1481,49,29
1482,49,31
1483,49,32
1484,49,33
1485,49,34
1486,50,3
1487,50,4
1488,50,5
1489,50,6
1490,50,7
1491,50,8
1492,50,9
1493,50,10
1494,50,11
1495,50,12
1496,50,13
1497,50,18
1498,50,19
1499,50,20
1500,50,21
1501,50,22
1502,50,23
1503,50,24
1504,50,25
1505,50,26
1506,50,27
1507,50,28
1508,50,29
1509,50,34
1510,50,35
1511,50,36
1512,51,0
1513,51,1
1514,51,2
1515,51,3
1516,51,4
1517,51,5
1518,51,6
1519,51,7
1520,51,8
1521,51,9
1522,51,10
1523,51,11
1524,51,12
1525,51,13
1526,51,14
1527,51,15
1528,51,16
1529,51,17
1530,51,18
1531,51,19
1532,51,20
1533,51,21
1534,51,22
1535,51,23
1536,51,24
1537,51,25
1538,51,26
1539,51,27
1540,51,28
1541,51,29
1542,51,30
1543,51,31
1544,51,32
1545,51,33
1546,51,34
1547,51,35
1548,51,36
1549,51,37
1550,51,38
1551,51,39
1552,51,40
1553,51,41
1554,51,42
1555,51,43
1556,52,4
1557,52,5
1558,52,6
1559,52,7
1560,52,8
1561,52,9
1562,52,10
1563,52,11
1564,52,12
1565,52,13
1566,52,14
1567,52,15
1568,52,16
1569,52,17
1570,52,18
1571,52,19
1572,52,20
1573,52,21
1574,52,22
1575,52,23
1576,52,24
1577,52,25
1578,52,26
1579,52,27
1580,52,28
1581,52,29
1582,52,30
1583,52,31
1584,52,32
1585,52,33
1586,53,0
1587,53,1
1588,53,2
1589,53,3
1590,53,4
1591,53,5
1592,53,6
1593,53,7
1594,53,8
1595,53,9
1596,53,10
1597,53,11
1598,53,12
1599,53,13
1600,53,14
1601,53,15
1602,53,16
1603,53,17
1604,53,18
1605,53,19
1606,53,20
1607,53,21
1608,53,22
1609,53,23
1610,53,24
1611,53,25
1612,53,26
1613,53,27
1614,53,28
1615,53,29
1616,53,30
1617,53,31
1618,53,32
1619,53,33
1620,53,34
1621,53,35
1622,53,36
1623,53,37
1624,53,38
1625,53,39
1626,53,40
1627,53,41
1628,54,9
1629,54,10
1630,54,11
1631,54,12
1632,54,13
1633,54,14
1634,54,15
1635,54,18
1636,54,19
1637,54,20
1638,54,21
1639,54,22
1640,54,23
1641,54,24
1642,54,25
1643,54,26
1644,54,27
1645,54,28
1646,54,29
1647,54,30
1648,54,33
1649,54,34
1650,54,35
1651,54,36
1652,54,37
1653,54,38
1654,54,39
1655,54,40
1656,54,41
1657,54,42
1658,54,43
1659,54,44
1660,54,45
1661,55,6
1662,55,7
1663,55,8
1664,55,9
1665,55,10
1666,55,11
1667,55,12
1668,55,13
1669,55,14
1670,55,15
1671,55,16
1672,55,17
1673,55,18
1674,55,20
1675,55,21
1676,55,22
1677,55,23
1678,55,24
1679,55,25
1680,55,26
1681,55,27
1682,55,28
1683,55,29
1684,55,30
1685,55,31
1686,55,32
1687,55,34
1688,55,35
1689,55,36
1690,55,37
1691,56,6
1692,56,14
1693,56,15
1694,56,16
1695,56,17
1696,56,18
1697,56,19
1698,56,20
1699,56,21
1700,56,22
1701,56,29
1702,56,30
1703,56,31
1704,56,32
1705,56,33
1706,56,34
1707,56,35
1708,56,36
1709,56,37
1710,56,38
1711,56,39
1712,56,40
1713,56,41
1714,56,42
1715,56,43
1716,56,44
1717,56,45
1718,56,46
1719,56,47
1720,56,49
1721,56,50
1722,56,51
1723,56,52
1724,56,53
1725,56,54
1726,56,55
1727,56,56
1728,56,57
1729,57,21
1730,57,22
1731,57,23
1732,57,24
1733,57,25
1734,57,26
1735,57,27
1736,57,31
1737,57,32
1738,57,33
1739,57,34
1740,57,35
1741,57,36
1742,57,37
1743,57,38
1744,57,39
1745,57,40
1746,57,41
1747,57,42
1748,57,43
1749,57,44
1750,57,45
1751,57,46
1752,58,3
1753,58,6
1754,58,12
1755,58,13
1756,58,14
1757,58,15
1758,58,16
1759,58,21
1760,58,22
1761,58,23
1762,58,24
1763,58,25
1764,58,26
1765,58,27
1766,58,28
1767,58,29
1768,58,30
1769,58,31
1770,58,34
1771,58,35
1772,58,36
1773,58,37
1774,58,38
1775,58,39
1776,58,40
1777,58,41
1778,59,16
1779,59,17
1780,59,18
1781,59,19
1782,59,20
1783,59,21
1784,59,22
1785,59,23
1786,59,24
1787,59,25
1788,59,26
1789,59,27
1790,59,28
1791,59,29
1792,59,30
1793,59,31
1794,59,32
1795,59,33
1796,59,34
1797,59,35
1798,59,36
1799,59,37
1800,59,38
1801,59,39
1802,59,40
1803,59,41
1804,59,42
1805,59,43
1806,59,44
1807,59,45
1808,59,46
1809,59,47
1810,59,48
1811,59,49
1812,59,50
1813,59,51
1814,59,52
1815,59,53
1816,59,55
1817,59,56
1818,60,9
1819,60,10
1820,60,11
1821,60,12
1822,60,13
1823,60,14
1824,60,23
1825,60,24
1826,60,25
1827,60,26
1828,60,27
1829,60,28
1830,60,29
1831,60,34
1832,60,35
1833,60,36
1834,60,37
1835,60,38
1836,60,39
1837,60,40
1838,60,41
1839,60,42
1840,60,43
1841,60,44
1842,61,20
1843,61,21
1844,61,22
1845,61,23
1846,61,24
1847,61,25
1848,61,29
1849,61,30
1850,61,31
1851,61,32
1852,61,33
1853,61,34
1854,61,35
1855,61,36
1856,61,37
1857,61,38
1858,61,39
1859,61,40
1860,61,41
1861,61,42
1862,61,43
1863,61,44
1864,61,45
1865,61,46
1866,61,47
1867,61,48
1868,62,4
1869,62,5
1870,62,9
1871,62,10
1872,62,11
1873,62,12
1874,62,13
1875,62,14
1876,62,15
1877,62,18
1878,62,19
1879,62,20
1880,62,21
1881,62,22
1882,62,23
1883,62,27
1884,62,28
1885,62,29
1886,62,30
1887,62,31
1888,62,32
1889,62,33
1890,62,36
1891,62,37
1892,62,38
1893,62,39
1894,62,40
1895,62,41
1896,62,45
1897,62,46
1898,62,47
1899,62,48
1900,62,49
1901,63,0
1902,63,1
1903,63,2
1904,63,3
1905,63,4
1906,63,5
1907,63,6
1908,63,7
1909,63,8
1910,63,9
1911,63,10
1912,63,11
1913,63,12
1914,63,13
1915,63,14
1916,63,15
1917,63,16
1918,63,17
1919,63,18
1920,63,19
1921,63,20
1922,63,21
1923,63,22
1924,63,23
1925,63,24
1926,63,25
1927,63,26
1928,63,27
1929,63,28
1930,63,29
1931,63,30
1932,63,31
1933,63,32
1934,63,33
1935,64,1
1936,64,2
1937,64,3
1938,64,4
1939,64,8
1940,64,9
1941,64,10
1942,64,11
1943,64,12
1944,64,13
1945,64,14
1946,64,15
1947,64,16
1948,64,17
1949,64,18
1950,64,19
1951,64,20
1952,64,21
1953,64,22
1954,64,23
1955,64,24
1956,64,25
1957,64,26
1958,64,27
1959,64,28
1960,64,29
1961,64,30
1962,64,31
1963,64,32
1964,64,33
1965,64,34
1966,64,35
1967,64,36
1968,64,37
1969,64,38
1970,64,41
1971,64,42
1972,64,43
1973,64,44
1974,64,45
1975,64,46
1976,64,47
1977,64,48
1978,64,49
1979,64,50
1980,64,51
1981,64,52
1982,64,53
1983,65,10
1984,65,11
1985,65,15
1986,65,16
1987,65,17
1988,65,18
1989,65,19
1990,65,20
1991,65,21
1992,65,22
1993,65,23
1994,65,24
1995,65,25
1996,65,32
1997,65,33
1998,65,34
1999,65,35
2000,65,36
2001,65,37
2002,65,38
2003,65,39
2004,65,40
2005,65,41
2006,65,42
2007,65,43
2008,65,44
2009,65,45
2010,65,46
2011,65,47
2012,65,48
2013,65,49
2014,66,8
2015,66,9
2016,66,10
2017,66,11
2018,66,12
2019,66,13
2020,66,14
2021,66,15
2022,66,16
2023,66,17
2024,66,18
2025,66,19
2026,66,20
2027,66,21
2028,66,22
2029,66,23
2030,66,24
2031,66,25
2032,66,26
2033,66,27
2034,66,28
2035,66,31
2036,66,32
2037,66,33
2038,66,34
2039,66,35
2040,66,36
2041,66,37
2042,66,38
2043,66,39
2044,66,40
2045,66,41
2046,66,42
2047,66,43
2048,66,44
2049,66,45
2050,66,46
2051,66,47
2052,66,48
2053,66,49
2054,66,50
2055,66,51
2056,67,6
2057,67,7
2058,67,8
2059,67,9
2060,67,10
2061,67,11
2062,67,12
2063,67,13
2064,67,14
2065,67,15
2066,67,16
2067,67,17
2068,67,18
2069,67,19
2070,67,20
2071,67,21
2072,67,22
2073,67,32
2074,67,33
2075,67,34
2076,67,35
2077,67,36
2078,67,37
2079,67,38
2080,67,39
2081,67,40
2082,67,41
2083,67,43
2084,67,44
2085,67,45
2086,67,46
2087,67,47
2088,68,14
2089,68,15
2090,68,16
2091,68,17
2092,68,18
2093,68,19
2094,68,20
2095,68,21
2096,68,27
2097,68,28
2098,68,29
2099,68,30
2100,68,31
2101,68,32
2102,68,33
2103,68,34
2104,68,35
2105,68,36
2106,68,37
2107,68,38
2108,68,39
2109,68,40
2110,68,41
2111,68,42
2112,68,43
2113,68,44
2114,68,45
2115,68,46
2116,68,47
2117,68,48
2118,68,49
2119,68,50
2120,68,51
2121,68,52
2122,68,53
2123,69,1
2124,69,2
2125,69,3
2126,69,4
2127,69,5
2128,69,6
2129,69,7
2130,69,8
2131,69,9
2132,69,10
2133,69,11
2134,69,12
2135,69,13
2136,69,14
2137,69,15
2138,69,17
2139,69,18
