track_name,seg,mix_silence,drums_silence,bass_silence,piano_silence,guitar_silence,residuals_silence
Track00002,0,True,True,True,True,True,True
Track00002,220500,False,False,False,True,False,False
Track00002,441000,False,False,False,True,False,False
Track00002,661500,False,False,False,True,True,False
Track00002,882000,False,False,False,True,True,False
Track00002,1102500,False,False,False,True,True,False
Track00002,1323000,False,False,False,True,True,False
Track00002,1543500,False,False,False,False,True,False
Track00002,1764000,False,False,False,False,True,False
Track00002,1984500,False,False,False,False,False,False
Track00002,2205000,False,False,False,False,False,False
Track00002,2425500,False,False,False,False,False,False
Track00002,2646000,False,False,False,False,False,False
Track00002,2866500,False,False,False,False,False,False
Track00002,3087000,False,False,False,False,False,False
Track00002,3307500,False,False,False,True,False,False
Track00002,3528000,False,False,False,True,True,False
Track00002,3748500,False,False,False,True,True,False
Track00002,3969000,False,False,False,True,True,False
Track00002,4189500,False,False,False,True,True,False
Track00002,4410000,False,False,False,False,True,False
Track00002,4630500,False,False,False,False,True,False
Track00002,4851000,False,False,False,False,False,False
Track00002,5071500,False,False,False,False,False,False
Track00002,5292000,False,False,False,False,False,False
Track00002,5512500,False,False,False,False,False,False
Track00002,5733000,False,False,False,False,False,False
Track00002,5953500,False,False,False,False,False,False
Track00002,6174000,False,False,False,False,True,False
Track00002,6394500,False,False,False,False,True,False
Track00002,6615000,False,False,False,False,False,False
Track00002,6835500,False,False,False,False,False,False
Track00002,7056000,False,False,False,False,False,False
Track00002,7276500,False,False,False,False,False,False
Track00002,7497000,False,False,False,False,False,False
Track00002,7717500,False,False,False,False,False,False
Track00002,7938000,False,False,True,True,True,True
Track00003,0,True,True,True,True,True,True
Track00003,220500,False,False,False,False,False,True
Track00003,441000,False,False,False,False,False,True
Track00003,661500,False,False,False,False,False,True
Track00003,882000,False,False,False,False,False,True
Track00003,1102500,False,False,False,False,False,True
Track00003,1323000,False,False,False,False,False,True
Track00003,1543500,False,False,False,False,False,True
Track00003,1764000,False,False,False,False,False,True
Track00003,1984500,False,False,False,False,False,True
Track00003,2205000,False,False,False,False,False,True
Track00003,2425500,False,False,False,False,False,True
Track00003,2646000,False,False,False,False,False,True
Track00003,2866500,False,False,False,False,False,True
Track00003,3087000,False,False,False,False,False,True
Track00003,3307500,False,False,False,False,False,True
Track00003,3528000,False,False,False,False,False,True
Track00003,3748500,False,False,False,False,False,True
Track00003,3969000,False,False,False,False,False,True
Track00003,4189500,False,False,False,False,False,True
Track00003,4410000,False,False,False,False,False,True
Track00003,4630500,False,False,False,False,False,True
Track00003,4851000,False,False,False,False,False,True
Track00003,5071500,False,False,False,False,False,True
Track00003,5292000,False,False,False,False,False,True
Track00003,5512500,False,False,False,False,False,True
Track00003,5733000,False,False,False,False,False,True
Track00003,5953500,False,False,False,False,False,True
Track00003,6174000,False,False,False,False,False,True
Track00003,6394500,False,False,False,False,False,True
Track00003,6615000,False,False,False,False,False,True
Track00003,6835500,False,False,False,False,False,True
Track00003,7056000,False,False,False,False,False,True
Track00003,7276500,False,False,False,False,False,True
Track00003,7497000,False,False,False,False,False,True
Track00003,7717500,False,False,False,False,False,True
Track00003,7938000,False,False,False,False,False,True
Track00003,8158500,False,False,False,False,False,True
Track00003,8379000,False,False,False,False,False,True
Track00003,8599500,False,False,False,False,False,True
Track00003,8820000,False,False,False,False,False,True
Track00003,9040500,False,False,True,False,False,True
Track00004,0,False,False,True,True,True,False
Track00004,220500,False,False,True,True,True,False
Track00004,441000,False,False,False,True,True,False
Track00004,661500,False,False,False,True,True,False
Track00004,882000,False,False,False,True,True,False
Track00004,1102500,False,False,False,True,True,False
Track00004,1323000,False,False,False,True,False,False
Track00004,1543500,False,False,False,True,False,False
Track00004,1764000,False,False,False,True,True,False
Track00004,1984500,False,False,False,False,True,False
Track00004,2205000,False,False,False,False,True,False
Track00004,2425500,False,False,False,False,True,False
Track00004,2646000,False,False,False,False,True,False
Track00004,2866500,False,False,False,False,True,False
Track00004,3087000,False,False,False,False,False,False
Track00004,3307500,False,False,False,False,False,False
Track00004,3528000,False,False,False,False,False,False
Track00004,3748500,False,False,False,False,False,False
Track00004,3969000,False,False,False,False,False,False
Track00004,4189500,False,False,False,True,False,False
Track00004,4410000,False,False,False,True,False,False
Track00004,4630500,False,False,False,True,True,False
Track00004,4851000,False,False,False,False,True,False
Track00004,5071500,False,False,False,False,True,False
Track00004,5292000,False,False,False,False,True,False
Track00004,5512500,False,False,False,False,True,False
Track00004,5733000,False,False,False,False,True,False
Track00004,5953500,False,False,False,False,False,False
Track00004,6174000,False,False,False,False,False,False
Track00004,6394500,False,False,False,False,False,False
Track00004,6615000,False,False,False,False,True,False
Track00004,6835500,False,False,False,False,True,False
Track00004,7056000,False,False,False,False,True,False
Track00004,7276500,False,False,False,False,True,False
Track00004,7497000,False,False,False,False,True,False
Track00004,7717500,False,False,False,False,True,False
Track00004,7938000,False,False,False,False,True,False
Track00004,8158500,False,False,False,False,True,False
Track00004,8379000,False,False,False,False,False,False
Track00004,8599500,False,False,False,False,False,False
Track00004,8820000,False,False,False,False,False,False
Track00004,9040500,False,False,False,False,False,False
Track00004,9261000,False,False,False,False,False,False
Track00004,9481500,False,False,False,False,False,False
Track00004,9702000,False,False,True,False,True,True
Track00005,0,False,False,True,False,False,False
Track00005,220500,False,False,False,False,False,False
Track00005,441000,False,False,False,False,False,False
Track00005,661500,False,False,False,False,False,False
Track00005,882000,False,False,False,False,False,False
Track00005,1102500,False,False,False,False,False,False
Track00005,1323000,False,False,False,False,False,False
Track00005,1543500,False,False,False,False,False,False
Track00005,1764000,False,False,False,False,False,False
Track00005,1984500,False,False,False,False,False,False
Track00005,2205000,False,False,False,False,False,False
Track00005,2425500,False,False,False,False,False,False
Track00005,2646000,False,False,False,False,False,False
Track00005,2866500,False,False,False,False,False,False
Track00005,3087000,False,False,False,False,False,False
Track00005,3307500,False,False,False,False,False,False
Track00005,3528000,False,False,False,False,False,False
Track00005,3748500,False,False,False,False,False,False
Track00005,3969000,False,False,False,False,False,False
Track00005,4189500,False,False,False,False,False,False
Track00005,4410000,False,False,False,False,False,False
Track00005,4630500,False,False,False,False,False,False
Track00005,4851000,False,False,False,False,False,False
Track00005,5071500,False,False,False,False,False,False
Track00005,5292000,False,False,False,False,False,False
Track00005,5512500,False,False,False,False,False,False
Track00005,5733000,False,False,False,False,False,False
Track00005,5953500,False,False,False,False,False,False
Track00005,6174000,False,False,False,False,False,False
Track00005,6394500,False,False,False,False,False,False
Track00005,6615000,False,False,False,False,False,False
Track00005,6835500,False,False,False,False,False,False
Track00005,7056000,False,False,False,False,False,False
Track00005,7276500,False,False,False,False,False,False
Track00005,7497000,False,False,False,False,False,False
Track00005,7717500,False,False,False,False,False,False
Track00005,7938000,False,False,False,False,False,False
Track00005,8158500,False,False,False,False,False,False
Track00005,8379000,False,False,False,False,False,False
Track00005,8599500,False,False,False,False,False,False
Track00005,8820000,False,False,False,False,False,False
Track00005,9040500,False,False,False,False,False,False
Track00005,9261000,False,False,False,False,False,False
Track00005,9481500,False,False,False,False,False,False
Track00005,9702000,False,False,False,False,False,False
Track00005,9922500,False,False,False,False,False,False
Track00005,10143000,False,False,False,False,False,False
Track00005,10363500,False,False,True,False,False,False
Track00006,0,True,True,True,True,True,True
Track00006,220500,False,True,True,True,True,False
Track00006,441000,False,False,False,False,True,False
Track00006,661500,False,False,False,False,True,False
Track00006,882000,False,False,False,False,False,False
Track00006,1102500,False,False,False,False,False,False
Track00006,1323000,False,False,False,False,True,False
Track00006,1543500,False,False,False,False,False,False
Track00006,1764000,False,False,False,False,True,False
Track00006,1984500,False,False,False,False,False,False
Track00006,2205000,False,False,False,False,True,False
Track00006,2425500,False,False,False,False,True,False
Track00006,2646000,False,False,False,False,False,False
Track00006,2866500,False,False,False,False,False,False
Track00006,3087000,False,False,False,False,False,False
Track00006,3307500,False,False,False,False,False,False
Track00006,3528000,False,False,False,False,True,False
Track00006,3748500,False,False,False,False,True,False
Track00006,3969000,False,False,False,False,True,False
Track00006,4189500,False,False,False,False,True,False
Track00006,4410000,False,False,False,False,True,False
Track00006,4630500,False,False,False,False,True,False
Track00006,4851000,False,False,False,False,True,False
Track00006,5071500,False,False,False,False,True,False
Track00006,5292000,False,False,False,False,True,False
Track00006,5512500,False,False,False,False,False,False
Track00006,5733000,False,False,False,False,False,False
Track00006,5953500,False,False,False,False,False,False
Track00006,6174000,False,False,False,False,False,False
Track00006,6394500,False,False,False,False,False,False
Track00006,6615000,False,False,False,False,True,False
Track00006,6835500,False,False,False,False,True,False
Track00006,7056000,False,False,False,False,True,False
Track00006,7276500,False,False,False,False,True,False
Track00006,7497000,False,False,False,False,True,False
Track00006,7717500,False,False,False,False,False,False
Track00006,7938000,False,False,False,False,False,False
Track00006,8158500,False,False,False,False,False,False
Track00006,8379000,False,False,False,False,True,False
Track00006,8599500,False,False,False,False,True,False
Track00006,8820000,False,False,False,False,True,False
Track00006,9040500,False,False,False,False,True,False
Track00006,9261000,False,False,False,False,True,False
Track00006,9481500,False,False,True,True,True,False
Track00006,9702000,False,False,False,False,True,False
Track00006,9922500,False,False,False,False,True,False
Track00006,10143000,False,True,False,False,False,False
Track00006,10363500,True,True,True,True,True,False
Track00007,0,False,False,False,False,True,True
Track00007,220500,False,False,False,False,False,True
Track00007,441000,False,False,False,False,False,False
Track00007,661500,False,False,False,False,False,False
Track00007,882000,False,False,False,False,False,False
Track00007,1102500,False,False,False,False,False,False
Track00007,1323000,False,False,False,False,False,False
Track00007,1543500,False,False,False,False,False,False
Track00007,1764000,False,False,False,False,False,False
Track00007,1984500,False,False,False,False,False,False
Track00007,2205000,False,False,False,False,False,True
Track00007,2425500,False,False,False,False,False,True
Track00007,2646000,False,False,False,False,False,False
Track00007,2866500,False,False,False,False,False,False
Track00007,3087000,False,False,False,False,False,False
Track00007,3307500,False,False,False,False,False,False
Track00007,3528000,False,False,False,False,False,False
Track00007,3748500,False,False,False,False,False,False
Track00007,3969000,False,False,False,False,False,False
Track00007,4189500,False,False,False,False,False,False
Track00007,4410000,False,False,False,False,False,True
Track00007,4630500,False,False,False,False,False,True
Track00007,4851000,False,False,False,False,False,False
Track00007,5071500,False,False,False,False,False,True
Track00007,5292000,False,False,False,False,False,True
Track00007,5512500,False,False,False,False,False,True
Track00007,5733000,False,False,False,False,False,True
Track00007,5953500,False,False,False,False,False,True
Track00007,6174000,False,False,False,False,False,False
Track00007,6394500,False,False,False,False,False,False
Track00007,6615000,False,False,False,False,False,False
Track00007,6835500,False,False,False,False,False,False
Track00007,7056000,False,False,False,False,False,False
Track00007,7276500,False,False,False,False,False,False
Track00007,7497000,False,False,False,False,False,False
Track00007,7717500,False,False,False,False,False,False
Track00007,7938000,False,False,False,False,False,False
Track00007,8158500,False,False,False,False,False,False
Track00007,8379000,False,False,False,False,False,False
Track00007,8599500,False,False,False,False,False,False
Track00007,8820000,False,False,False,False,False,False
Track00007,9040500,False,False,False,False,False,True
Track00007,9261000,False,False,False,False,False,True
Track00007,9481500,False,False,False,False,False,True
Track00007,9702000,False,False,False,False,False,True
Track00007,9922500,False,False,False,False,False,False
Track00007,10143000,False,False,False,False,False,False
Track00007,10363500,False,False,True,False,True,True
Track00008,0,False,False,True,True,True,True
Track00008,220500,False,False,True,True,True,True
Track00008,441000,False,False,False,False,False,False
Track00008,661500,False,False,False,False,False,False
Track00008,882000,False,False,False,False,False,False
Track00008,1102500,False,False,False,False,False,False
Track00008,1323000,False,False,False,False,False,False
Track00008,1543500,False,False,False,False,False,False
Track00008,1764000,False,False,False,False,False,False
Track00008,1984500,False,False,False,False,False,False
Track00008,2205000,False,False,False,False,False,False
Track00008,2425500,False,False,False,False,False,False
Track00008,2646000,False,False,False,False,False,False
Track00008,2866500,False,False,False,False,False,False
Track00008,3087000,False,False,False,False,False,False
Track00008,3307500,False,False,False,False,False,False
Track00008,3528000,False,False,False,False,False,False
Track00008,3748500,False,False,False,False,False,False
Track00008,3969000,False,False,False,False,False,False
Track00008,4189500,False,False,False,False,False,False
Track00008,4410000,False,False,False,False,False,False
Track00008,4630500,False,False,False,False,False,False
Track00008,4851000,False,False,False,False,False,False
Track00008,5071500,False,False,False,False,False,False
Track00008,5292000,False,False,False,False,False,False
Track00008,5512500,False,False,False,False,False,False
Track00008,5733000,False,False,False,False,False,False
Track00008,5953500,False,False,False,False,False,False
Track00008,6174000,False,False,False,False,False,False
Track00008,6394500,False,False,False,False,False,False
Track00008,6615000,False,False,False,False,False,False
Track00008,6835500,False,False,False,False,False,False
Track00008,7056000,False,False,False,False,False,False
Track00008,7276500,False,False,False,False,False,False
Track00008,7497000,False,False,False,False,False,False
Track00008,7717500,False,False,False,False,False,False
Track00008,7938000,False,False,False,False,False,False
Track00008,8158500,False,False,False,False,False,False
Track00008,8379000,False,False,False,False,False,False
Track00008,8599500,False,False,False,False,False,False
Track00008,8820000,False,False,False,False,False,False
Track00008,9040500,False,False,False,False,False,False
Track00008,9261000,False,False,False,False,False,False
Track00008,9481500,False,False,False,False,False,False
Track00008,9702000,False,False,False,False,False,False
Track00008,9922500,False,False,False,False,False,False
Track00008,10143000,False,False,False,False,False,False
Track00008,10363500,False,False,False,False,False,False
Track00008,10584000,False,False,False,False,False,False
Track00008,10804500,False,False,False,False,False,False
Track00009,0,False,True,True,False,True,True
Track00009,220500,False,True,True,False,True,False
Track00009,441000,False,True,True,False,True,False
Track00009,661500,False,True,False,False,True,False
Track00009,882000,False,True,False,False,True,False
Track00009,1102500,False,True,False,False,True,False
Track00009,1323000,False,True,False,False,True,False
Track00009,1543500,False,False,False,False,True,False
Track00009,1764000,False,False,False,False,True,False
Track00009,1984500,False,False,True,False,True,False
Track00009,2205000,False,False,True,True,True,False
Track00009,2425500,False,True,True,True,True,False
Track00009,2646000,False,True,True,True,True,False
Track00009,2866500,False,False,False,True,False,False
Track00009,3087000,False,False,False,True,False,False
Track00009,3307500,False,False,True,True,True,False
Track00009,3528000,False,True,True,False,True,False
Track00009,3748500,False,True,True,False,True,False
Track00009,3969000,False,True,True,False,True,False
Track00009,4189500,False,True,False,False,True,False
Track00009,4410000,False,True,False,False,True,False
Track00009,4630500,False,True,False,False,True,False
Track00009,4851000,False,False,False,False,True,False
Track00009,5071500,False,False,False,False,True,False
Track00009,5292000,False,False,True,False,True,False
Track00009,5512500,False,False,True,True,True,False
Track00009,5733000,False,True,True,True,True,False
Track00009,5953500,False,True,True,True,True,False
Track00009,6174000,False,False,False,True,False,False
Track00009,6394500,False,False,False,True,False,False
Track00009,6615000,False,False,True,True,True,False
Track00010,0,False,False,False,False,False,True
Track00010,220500,False,False,False,False,False,False
Track00010,441000,False,False,False,False,False,False
Track00010,661500,False,False,False,False,False,False
Track00010,882000,False,False,False,True,False,True
Track00010,1102500,False,False,False,True,False,True
Track00010,1323000,False,False,False,True,False,True
Track00010,1543500,False,False,False,True,False,True
Track00010,1764000,False,False,False,False,False,True
Track00010,1984500,False,False,False,False,False,True
Track00010,2205000,False,False,False,False,False,True
Track00010,2425500,False,False,False,False,False,True
Track00010,2646000,False,False,False,False,False,False
Track00010,2866500,False,False,False,True,False,False
Track00010,3087000,False,False,False,True,False,False
Track00010,3307500,False,False,False,True,False,False
Track00010,3528000,False,False,False,True,False,False
Track00010,3748500,False,False,False,True,False,True
Track00010,3969000,False,False,False,False,False,True
Track00010,4189500,False,False,False,False,False,True
Track00010,4410000,False,False,False,False,False,True
Track00010,4630500,False,False,False,True,False,False
Track00010,4851000,False,False,False,True,False,False
Track00010,5071500,False,False,False,True,False,False
Track00010,5292000,False,False,False,True,False,False
Track00010,5512500,False,False,False,False,False,False
Track00010,5733000,False,False,False,False,False,False
Track00010,5953500,False,False,False,False,False,False
Track00010,6174000,False,False,False,False,False,True
Track00010,6394500,False,False,False,False,False,True
Track00010,6615000,False,False,False,False,False,True
Track00010,6835500,False,False,False,False,False,True
Track00010,7056000,False,False,False,False,False,True
Track00010,7276500,False,False,False,False,False,False
Track00010,7497000,False,False,True,False,False,True
Track00011,0,False,False,False,False,False,True
Track00011,220500,False,False,False,False,False,True
Track00011,441000,False,False,False,False,False,True
Track00011,661500,False,False,False,False,False,False
Track00011,882000,False,False,False,False,False,False
Track00011,1102500,False,False,False,False,False,False
Track00011,1323000,False,False,False,False,False,False
Track00011,1543500,False,False,False,False,False,False
Track00011,1764000,False,False,False,False,False,False
Track00011,1984500,False,False,False,False,False,False
Track00011,2205000,False,False,False,False,False,False
Track00011,2425500,False,False,False,False,False,False
Track00011,2646000,False,False,False,False,False,False
Track00011,2866500,False,False,False,False,False,False
Track00011,3087000,False,False,False,False,False,True
Track00011,3307500,False,False,False,False,False,True
Track00011,3528000,False,False,False,False,False,True
Track00011,3748500,False,False,False,False,False,True
Track00011,3969000,False,False,False,False,False,True
Track00011,4189500,False,False,False,False,False,True
Track00011,4410000,False,False,False,False,False,True
Track00011,4630500,False,False,False,False,False,True
Track00011,4851000,False,False,False,False,False,False
Track00011,5071500,False,False,False,False,False,True
Track00011,5292000,False,False,False,False,False,True
Track00011,5512500,False,False,False,False,False,True
Track00011,5733000,False,False,False,False,False,False
Track00011,5953500,False,False,False,False,False,False
Track00011,6174000,False,False,False,False,False,False
Track00011,6394500,False,False,False,False,False,False
Track00011,6615000,False,False,False,False,False,False
Track00011,6835500,False,False,False,False,False,False
Track00011,7056000,False,False,False,False,False,False
Track00011,7276500,False,False,False,False,False,False
Track00011,7497000,False,False,False,False,False,False
Track00011,7717500,False,False,False,False,False,False
Track00011,7938000,False,False,False,False,False,True
Track00011,8158500,False,False,False,False,False,True
Track00012,0,False,False,True,True,True,True
Track00012,220500,False,False,True,True,False,True
Track00012,441000,False,False,False,False,False,False
Track00012,661500,False,False,False,False,False,False
Track00012,882000,False,False,False,False,False,False
Track00012,1102500,False,False,False,False,False,False
Track00012,1323000,False,False,False,False,False,False
Track00012,1543500,False,False,False,False,False,False
Track00012,1764000,False,False,False,False,False,False
Track00012,1984500,False,False,False,False,False,False
Track00012,2205000,False,False,False,False,False,False
Track00012,2425500,False,False,False,False,False,False
Track00012,2646000,False,False,False,False,False,False
Track00012,2866500,False,False,False,False,False,False
Track00012,3087000,False,False,False,False,False,False
Track00012,3307500,False,False,False,False,False,False
Track00012,3528000,False,False,False,False,False,False
Track00012,3748500,False,False,False,False,False,False
Track00012,3969000,False,False,False,False,False,False
Track00012,4189500,False,False,False,False,False,False
Track00012,4410000,False,False,False,False,False,False
Track00012,4630500,False,False,False,False,False,False
Track00012,4851000,False,False,False,False,False,False
Track00012,5071500,False,False,False,False,True,False
Track00012,5292000,False,False,False,True,True,False
Track00012,5512500,False,False,False,True,True,False
Track00012,5733000,False,False,False,True,True,False
Track00012,5953500,False,False,False,False,False,False
Track00012,6174000,False,False,False,False,False,False
Track00012,6394500,False,False,False,False,True,False
Track00012,6615000,False,False,False,False,True,False
Track00012,6835500,False,False,False,False,True,False
Track00012,7056000,False,False,False,False,True,False
Track00012,7276500,False,False,False,False,True,False
Track00012,7497000,False,False,False,False,False,False
Track00012,7717500,False,False,False,False,False,False
Track00012,7938000,False,False,False,False,False,False
Track00012,8158500,False,False,False,False,False,False
Track00012,8379000,False,False,False,False,False,False
Track00012,8599500,False,False,False,False,False,False
Track00012,8820000,False,False,False,False,False,False
Track00012,9040500,False,False,False,False,True,False
Track00012,9261000,False,False,False,True,True,False
Track00012,9481500,False,False,False,True,True,False
Track00012,9702000,False,False,False,False,False,False
Track00012,9922500,False,False,False,False,False,False
Track00012,10143000,False,False,False,False,False,False
Track00012,10363500,False,False,False,False,False,False
Track00012,10584000,False,False,False,False,False,False
Track00012,10804500,False,False,False,False,False,False
Track00012,11025000,False,False,False,False,False,False
Track00012,11245500,False,False,False,False,False,False
Track00012,11466000,False,False,False,False,False,False
Track00012,11686500,False,False,False,False,False,False
Track00012,11907000,False,False,False,False,False,False
Track00012,12127500,False,False,False,False,False,False
Track00012,12348000,False,False,False,False,False,False
Track00012,12568500,False,False,False,False,False,False
Track00012,12789000,False,False,False,False,False,False
Track00012,13009500,False,False,True,False,True,False
Track00013,0,True,True,True,True,True,True
Track00013,220500,False,False,False,False,False,True
Track00013,441000,False,False,False,False,False,False
Track00013,661500,False,False,False,False,False,False
Track00013,882000,False,False,False,True,False,False
Track00013,1102500,False,False,False,True,False,False
Track00013,1323000,False,False,False,True,False,False
Track00013,1543500,False,False,False,True,True,False
Track00013,1764000,False,False,False,False,True,False
Track00013,1984500,False,False,False,False,True,False
Track00013,2205000,False,False,False,False,True,True
Track00013,2425500,False,False,False,False,False,True
Track00013,2646000,False,False,False,False,False,False
Track00013,2866500,False,False,False,False,False,False
Track00013,3087000,False,False,False,False,False,False
Track00013,3307500,False,False,False,False,False,False
Track00013,3528000,False,False,False,False,False,False
Track00013,3748500,False,False,False,False,False,False
Track00013,3969000,False,False,False,False,False,False
Track00013,4189500,False,False,False,False,False,False
Track00013,4410000,False,False,False,False,False,False
Track00013,4630500,False,False,False,False,False,False
Track00013,4851000,False,False,False,False,False,False
Track00013,5071500,False,False,False,False,False,False
Track00013,5292000,False,False,False,False,False,False
Track00013,5512500,False,False,False,False,False,False
Track00013,5733000,False,False,False,True,True,True
Track00013,5953500,False,False,False,True,True,True
Track00013,6174000,False,False,False,True,True,False
Track00013,6394500,False,False,False,True,True,False
Track00013,6615000,False,False,False,True,True,False
Track00013,6835500,False,False,False,True,True,False
Track00013,7056000,False,False,False,True,True,False
Track00013,7276500,False,False,False,True,True,False
Track00013,7497000,False,False,False,True,True,False
Track00013,7717500,False,False,False,True,True,False
Track00013,7938000,False,False,False,True,True,False
Track00013,8158500,False,False,False,False,True,False
Track00013,8379000,False,False,False,False,True,False
Track00013,8599500,False,False,False,False,True,False
Track00013,8820000,False,False,False,False,True,False
Track00013,9040500,False,False,False,True,True,False
Track00013,9261000,True,True,True,True,True,True
Track00014,0,False,False,True,True,True,True
Track00014,220500,False,False,False,False,True,False
Track00014,441000,False,False,False,False,False,False
Track00014,661500,False,False,False,False,False,False
Track00014,882000,False,False,False,False,False,False
Track00014,1102500,False,False,False,False,False,False
Track00014,1323000,False,False,False,False,False,False
Track00014,1543500,False,False,False,False,False,False
Track00014,1764000,False,False,False,False,False,False
Track00014,1984500,False,False,False,False,False,False
Track00014,2205000,False,False,False,False,False,False
Track00014,2425500,False,False,False,False,False,False
Track00014,2646000,False,False,False,False,False,False
Track00014,2866500,False,False,False,False,False,False
Track00014,3087000,False,False,False,False,False,False
Track00014,3307500,False,False,False,False,False,False
Track00014,3528000,False,False,False,False,False,False
Track00014,3748500,False,False,False,False,False,False
Track00014,3969000,False,False,False,False,False,False
Track00014,4189500,False,False,False,False,False,False
Track00014,4410000,False,False,False,False,False,False
Track00014,4630500,False,False,False,False,False,False
Track00014,4851000,False,False,False,False,False,False
Track00014,5071500,False,False,False,False,False,False
Track00014,5292000,False,False,False,False,False,False
Track00014,5512500,False,False,False,False,False,False
Track00014,5733000,False,False,False,False,False,False
Track00014,5953500,False,False,False,False,False,False
Track00014,6174000,False,False,False,False,False,False
Track00014,6394500,False,False,False,False,False,False
Track00014,6615000,False,False,False,False,False,False
Track00014,6835500,False,False,False,False,False,False
Track00014,7056000,False,False,False,False,False,False
Track00014,7276500,False,False,False,False,False,False
Track00014,7497000,False,False,False,False,False,False
Track00014,7717500,False,False,False,False,False,False
Track00014,7938000,False,False,False,False,False,False
Track00014,8158500,False,False,False,False,False,False
Track00014,8379000,False,False,False,False,False,False
Track00014,8599500,False,False,False,False,False,False
Track00014,8820000,False,False,False,False,False,False
Track00014,9040500,False,False,True,True,False,False
Track00014,9261000,False,False,True,True,False,False
Track00014,9481500,False,False,True,True,False,False
Track00014,9702000,False,False,True,True,False,False
Track00014,9922500,False,False,False,False,False,False
Track00014,10143000,False,False,False,False,False,False
Track00014,10363500,False,False,False,False,False,False
Track00014,10584000,False,False,False,False,False,False
Track00014,10804500,False,False,False,False,False,False
Track00014,11025000,False,False,False,False,False,False
Track00014,11245500,False,False,False,False,False,False
Track00014,11466000,False,False,False,False,False,False
Track00015,0,False,False,False,False,True,False
Track00015,220500,False,False,False,False,True,False
Track00015,441000,False,False,False,False,True,False
Track00015,661500,False,False,False,False,True,False
Track00015,882000,False,False,False,False,True,False
Track00015,1102500,False,False,False,False,True,False
Track00015,1323000,False,False,False,False,True,False
Track00015,1543500,False,False,False,False,True,False
Track00015,1764000,False,False,False,False,True,False
Track00015,1984500,False,False,False,False,True,False
Track00015,2205000,False,False,False,False,True,False
Track00015,2425500,False,False,False,False,True,False
Track00015,2646000,False,False,False,False,True,False
Track00015,2866500,False,False,False,False,True,False
Track00015,3087000,False,False,False,False,True,False
Track00015,3307500,False,False,False,False,True,False
Track00015,3528000,False,False,False,False,True,False
Track00015,3748500,False,False,False,False,True,False
Track00015,3969000,False,False,False,False,True,False
Track00015,4189500,False,False,False,False,True,False
Track00015,4410000,False,False,False,False,True,False
Track00015,4630500,False,False,False,False,True,False
Track00015,4851000,False,False,False,False,True,False
Track00015,5071500,False,False,False,False,True,False
Track00015,5292000,False,False,False,False,True,False
Track00015,5512500,False,False,False,False,True,False
Track00015,5733000,False,False,False,False,True,False
Track00015,5953500,False,False,False,False,True,False
Track00015,6174000,False,False,False,False,True,False
Track00015,6394500,False,False,False,False,True,False
Track00015,6615000,False,False,False,False,True,False
Track00015,6835500,False,False,False,False,False,False
Track00015,7056000,False,False,False,False,False,False
Track00015,7276500,False,False,False,False,False,False
Track00015,7497000,False,False,False,False,False,False
Track00015,7717500,False,False,False,False,False,False
Track00015,7938000,False,False,False,False,True,False
Track00015,8158500,False,False,False,False,True,False
Track00015,8379000,False,False,False,False,True,False
Track00015,8599500,False,False,False,False,True,False
Track00015,8820000,False,False,False,False,True,False
