track_name,seg,mix_silence,drums_silence,bass_silence,vocals_silence,other_silence
Johnny Lokke - Promises & Lies,1984500,False,False,False,False,False
Johnny Lokke - Promises & Lies,2205000,False,False,False,False,False
Johnny Lokke - Promises & Lies,2425500,False,False,False,False,False
Johnny Lokke - Promises & Lies,2646000,False,False,False,False,False
Johnny Lokke - Promises & Lies,2866500,False,False,False,False,False
Johnny Lokke - Promises & Lies,3087000,False,False,False,False,False
Johnny Lokke - Promises & Lies,3307500,False,False,False,False,False
Johnny Lokke - Promises & Lies,3528000,False,False,False,False,False
Johnny Lokke - Promises & Lies,3748500,False,False,False,False,False
Johnny Lokke - Promises & Lies,3969000,False,False,False,False,False
Johnny Lokke - Promises & Lies,4189500,False,False,False,False,False
Johnny Lokke - Promises & Lies,4410000,False,False,False,False,False
Johnny Lokke - Promises & Lies,4630500,False,False,False,False,False
Johnny Lokke - Promises & Lies,4851000,False,False,False,False,False
Johnny Lokke - Promises & Lies,5071500,False,False,False,False,False
Johnny Lokke - Promises & Lies,5292000,False,False,False,False,False
Johnny Lokke - Promises & Lies,5512500,False,False,False,False,False
Johnny Lokke - Promises & Lies,5733000,False,False,False,True,False
Johnny Lokke - Promises & Lies,5953500,False,False,False,True,False
Johnny Lokke - Promises & Lies,6174000,False,False,False,True,False
Johnny Lokke - Promises & Lies,6394500,False,False,False,True,False
Johnny Lokke - Promises & Lies,6615000,False,False,False,True,False
Johnny Lokke - Promises & Lies,6835500,False,False,False,True,False
Johnny Lokke - Promises & Lies,7056000,False,False,False,True,False
Johnny Lokke - Promises & Lies,7276500,False,False,False,True,False
Johnny Lokke - Promises & Lies,7497000,False,False,False,True,False
Johnny Lokke - Promises & Lies,7717500,False,False,False,True,False
Johnny Lokke - Promises & Lies,7938000,False,False,False,True,False
Johnny Lokke - Promises & Lies,8158500,False,False,False,False,False
Johnny Lokke - Promises & Lies,8379000,False,False,False,False,False
Johnny Lokke - Promises & Lies,8599500,False,False,False,False,False
Johnny Lokke - Promises & Lies,8820000,False,False,False,False,False
Johnny Lokke - Promises & Lies,9040500,False,False,False,False,False
Johnny Lokke - Promises & Lies,9261000,False,False,False,False,False
Johnny Lokke - Promises & Lies,9481500,False,False,False,False,False
Johnny Lokke - Promises & Lies,9702000,False,False,False,False,False
Johnny Lokke - Promises & Lies,9922500,False,False,False,False,False
Johnny Lokke - Promises & Lies,10143000,False,False,False,True,False
Johnny Lokke - Promises & Lies,10363500,False,False,False,True,False
Johnny Lokke - Promises & Lies,10584000,False,False,False,True,False
Johnny Lokke - Promises & Lies,10804500,False,False,False,False,False
Johnny Lokke - Promises & Lies,11025000,False,False,False,False,False
Johnny Lokke - Promises & Lies,11245500,False,False,False,False,False
Johnny Lokke - Promises & Lies,11466000,False,False,False,False,False
Johnny Lokke - Promises & Lies,11686500,False,False,False,False,False
Johnny Lokke - Promises & Lies,11907000,False,False,False,False,False
Johnny Lokke - Promises & Lies,12127500,False,False,True,True,True
Hezekiah Jones - Borrowed Heart,0,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,220500,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,441000,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,661500,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,882000,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,1102500,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,1323000,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,1543500,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,1764000,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,1984500,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,2205000,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,2425500,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,2646000,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,2866500,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,3087000,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,3307500,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,3528000,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,3748500,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,3969000,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,4189500,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,4410000,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,4630500,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,4851000,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,5071500,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,5292000,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,5512500,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,5733000,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,5953500,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,6174000,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,6394500,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,6615000,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,6835500,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,7056000,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,7276500,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,7497000,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,7717500,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,7938000,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,8158500,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,8379000,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,8599500,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,8820000,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,9040500,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,9261000,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,9481500,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,9702000,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,9922500,False,False,False,False,False
Hezekiah Jones - Borrowed Heart,10143000,False,False,False,False,False
Steven Clark - Bounty,0,False,False,False,False,False
Steven Clark - Bounty,220500,False,False,False,False,False
Steven Clark - Bounty,441000,False,False,False,False,False
Steven Clark - Bounty,661500,False,False,False,False,False
Steven Clark - Bounty,882000,False,False,False,False,False
Steven Clark - Bounty,1102500,False,False,False,False,False
Steven Clark - Bounty,1323000,False,False,False,False,False
Steven Clark - Bounty,1543500,False,False,False,False,False
Steven Clark - Bounty,1764000,False,False,False,False,False
Steven Clark - Bounty,1984500,False,False,False,False,False
Steven Clark - Bounty,2205000,False,False,False,False,False
Steven Clark - Bounty,2425500,False,False,False,False,False
Steven Clark - Bounty,2646000,False,False,False,False,False
Steven Clark - Bounty,2866500,False,False,False,False,False
Steven Clark - Bounty,3087000,False,False,False,False,False
Steven Clark - Bounty,3307500,False,False,False,False,False
Steven Clark - Bounty,3528000,False,False,False,False,False
Steven Clark - Bounty,3748500,False,False,False,False,False
Steven Clark - Bounty,3969000,False,False,False,False,False
Steven Clark - Bounty,4189500,False,False,False,False,False
Steven Clark - Bounty,4410000,False,False,False,False,False
Steven Clark - Bounty,4630500,False,False,False,False,False
Steven Clark - Bounty,4851000,False,False,False,False,False
Steven Clark - Bounty,5071500,False,False,False,False,False
Steven Clark - Bounty,5292000,False,False,False,False,False
Steven Clark - Bounty,5512500,False,False,False,False,False
Steven Clark - Bounty,5733000,False,False,False,False,False
Steven Clark - Bounty,5953500,False,False,False,False,False
Steven Clark - Bounty,6174000,False,False,False,False,False
Steven Clark - Bounty,6394500,False,False,False,False,False
Steven Clark - Bounty,6615000,False,False,False,False,False
Steven Clark - Bounty,6835500,False,False,False,False,False
Steven Clark - Bounty,7056000,False,False,False,False,False
Steven Clark - Bounty,7276500,False,False,False,False,False
Steven Clark - Bounty,7497000,False,False,False,False,False
Steven Clark - Bounty,7717500,False,False,False,False,False
Steven Clark - Bounty,7938000,False,False,False,False,False
Steven Clark - Bounty,8158500,False,False,False,False,False
Steven Clark - Bounty,8379000,False,False,False,False,False
Steven Clark - Bounty,8599500,False,False,False,False,False
Steven Clark - Bounty,8820000,False,False,False,False,False
Steven Clark - Bounty,9040500,False,False,False,False,False
Steven Clark - Bounty,9261000,False,False,False,False,False
Steven Clark - Bounty,9481500,False,False,False,False,False
Steven Clark - Bounty,9702000,False,False,False,False,False
Steven Clark - Bounty,9922500,False,False,False,False,False
Steven Clark - Bounty,10143000,False,False,False,False,False
Steven Clark - Bounty,10363500,False,False,False,False,False
Steven Clark - Bounty,10584000,False,False,False,False,False
Steven Clark - Bounty,10804500,False,False,False,False,False
Steven Clark - Bounty,11025000,False,False,False,False,False
Steven Clark - Bounty,11245500,False,False,False,False,False
Steven Clark - Bounty,11466000,False,False,False,False,False
Steven Clark - Bounty,11686500,False,False,False,False,False
Steven Clark - Bounty,11907000,False,False,False,False,False
Steven Clark - Bounty,12127500,False,False,False,False,False
Young Griffo - Pennies,0,False,False,True,True,True
Young Griffo - Pennies,220500,False,False,True,True,True
Young Griffo - Pennies,441000,False,False,False,False,False
Young Griffo - Pennies,661500,False,False,False,False,False
Young Griffo - Pennies,882000,False,False,False,False,False
Young Griffo - Pennies,1102500,False,False,False,False,False
Young Griffo - Pennies,1323000,False,False,False,False,False
Young Griffo - Pennies,1543500,False,False,False,False,False
Young Griffo - Pennies,1764000,False,False,False,False,False
Young Griffo - Pennies,1984500,False,False,False,False,False
Young Griffo - Pennies,2205000,False,False,False,False,False
Young Griffo - Pennies,2425500,False,False,False,False,False
Young Griffo - Pennies,2646000,False,False,False,False,False
Young Griffo - Pennies,2866500,False,False,False,False,False
Young Griffo - Pennies,3087000,False,False,False,False,False
Young Griffo - Pennies,3307500,False,False,False,False,False
Young Griffo - Pennies,3528000,False,False,False,False,False
Young Griffo - Pennies,3748500,False,False,False,False,False
Young Griffo - Pennies,3969000,False,False,False,False,False
Young Griffo - Pennies,4189500,False,False,False,False,False
Young Griffo - Pennies,4410000,False,False,False,False,False
Young Griffo - Pennies,4630500,False,False,False,False,False
Young Griffo - Pennies,4851000,False,False,False,False,False
Young Griffo - Pennies,5071500,False,False,False,False,False
Young Griffo - Pennies,5292000,False,False,False,False,False
Young Griffo - Pennies,5512500,False,False,False,False,False
Young Griffo - Pennies,5733000,False,False,False,False,False
Young Griffo - Pennies,5953500,False,False,False,False,False
Young Griffo - Pennies,6174000,False,False,False,False,False
Young Griffo - Pennies,6394500,False,False,False,False,False
Young Griffo - Pennies,6615000,False,False,False,False,False
Young Griffo - Pennies,6835500,False,False,False,False,False
Young Griffo - Pennies,7056000,False,False,False,False,False
Young Griffo - Pennies,7276500,False,False,False,False,False
Young Griffo - Pennies,7497000,False,False,False,False,False
Young Griffo - Pennies,7717500,False,False,False,True,False
Young Griffo - Pennies,7938000,False,False,False,True,False
Young Griffo - Pennies,8158500,False,False,False,True,False
Young Griffo - Pennies,8379000,False,False,False,True,False
Young Griffo - Pennies,8599500,False,False,False,True,False
Young Griffo - Pennies,8820000,False,False,False,False,False
Young Griffo - Pennies,9040500,False,False,False,False,False
Young Griffo - Pennies,9261000,False,False,False,False,False
Young Griffo - Pennies,9481500,False,False,False,False,False
Young Griffo - Pennies,9702000,False,False,False,False,False
Young Griffo - Pennies,9922500,False,False,False,False,False
Young Griffo - Pennies,10143000,False,False,False,False,False
Young Griffo - Pennies,10363500,False,False,False,False,False
Young Griffo - Pennies,10584000,False,False,False,False,False
Young Griffo - Pennies,10804500,False,False,False,True,False
Young Griffo - Pennies,11025000,False,False,True,True,False
Young Griffo - Pennies,11245500,False,False,True,True,True
Young Griffo - Pennies,11466000,True,True,True,True,True
Young Griffo - Pennies,11686500,True,True,True,True,True
Phre The Eon - Everybody's Falling Apart,0,False,True,True,True,False
Phre The Eon - Everybody's Falling Apart,220500,False,False,True,True,False
Phre The Eon - Everybody's Falling Apart,441000,False,False,False,True,False
Phre The Eon - Everybody's Falling Apart,661500,False,False,False,False,False
Phre The Eon - Everybody's Falling Apart,882000,False,False,False,False,False
Phre The Eon - Everybody's Falling Apart,1102500,False,False,False,False,False
Phre The Eon - Everybody's Falling Apart,1323000,False,False,False,False,False
Phre The Eon - Everybody's Falling Apart,1543500,False,False,False,False,False
Phre The Eon - Everybody's Falling Apart,1764000,False,False,False,False,False
Phre The Eon - Everybody's Falling Apart,1984500,False,False,False,False,False
Phre The Eon - Everybody's Falling Apart,2205000,False,False,False,False,False
Phre The Eon - Everybody's Falling Apart,2425500,False,False,False,False,False
Phre The Eon - Everybody's Falling Apart,2646000,False,False,False,False,False
Phre The Eon - Everybody's Falling Apart,2866500,False,False,False,False,False
Phre The Eon - Everybody's Falling Apart,3087000,False,False,False,False,False
Phre The Eon - Everybody's Falling Apart,3307500,False,False,False,False,False
Phre The Eon - Everybody's Falling Apart,3528000,False,False,False,False,False
Phre The Eon - Everybody's Falling Apart,3748500,False,False,False,False,False
Phre The Eon - Everybody's Falling Apart,3969000,False,False,False,False,False
Phre The Eon - Everybody's Falling Apart,4189500,False,False,False,False,False
Phre The Eon - Everybody's Falling Apart,4410000,False,False,False,False,False
Phre The Eon - Everybody's Falling Apart,4630500,False,False,False,False,False
Phre The Eon - Everybody's Falling Apart,4851000,False,False,False,False,False
Phre The Eon - Everybody's Falling Apart,5071500,False,False,False,False,False
Phre The Eon - Everybody's Falling Apart,5292000,False,False,False,False,False
Phre The Eon - Everybody's Falling Apart,5512500,False,False,False,False,False
Phre The Eon - Everybody's Falling Apart,5733000,False,False,False,False,False
Phre The Eon - Everybody's Falling Apart,5953500,False,False,False,False,False
Phre The Eon - Everybody's Falling Apart,6174000,False,False,False,True,False
Phre The Eon - Everybody's Falling Apart,6394500,False,False,False,True,False
Phre The Eon - Everybody's Falling Apart,6615000,False,False,False,True,False
Phre The Eon - Everybody's Falling Apart,6835500,False,False,False,True,False
Phre The Eon - Everybody's Falling Apart,7056000,False,False,False,True,False
Phre The Eon - Everybody's Falling Apart,7276500,False,False,False,True,False
Phre The Eon - Everybody's Falling Apart,7497000,False,False,False,True,False
Phre The Eon - Everybody's Falling Apart,7717500,False,False,False,True,False
Phre The Eon - Everybody's Falling Apart,7938000,False,False,False,True,False
Phre The Eon - Everybody's Falling Apart,8158500,False,False,False,True,False
Phre The Eon - Everybody's Falling Apart,8379000,False,False,False,True,False
Phre The Eon - Everybody's Falling Apart,8599500,False,False,False,True,False
Phre The Eon - Everybody's Falling Apart,8820000,False,False,False,True,False
Phre The Eon - Everybody's Falling Apart,9040500,False,False,False,True,False
Phre The Eon - Everybody's Falling Apart,9261000,False,False,True,True,False
Music Delta - Gospel,0,False,False,True,False,True
Music Delta - Gospel,220500,False,False,True,False,True
Music Delta - Gospel,441000,False,False,False,False,False
Music Delta - Gospel,661500,False,False,False,False,False
Music Delta - Gospel,882000,False,False,False,False,False
Music Delta - Gospel,1102500,False,False,False,False,False
Music Delta - Gospel,1323000,False,False,False,False,False
Music Delta - Gospel,1543500,False,False,False,False,False
Music Delta - Gospel,1764000,False,False,False,False,False
Music Delta - Gospel,1984500,False,False,False,False,False
Music Delta - Gospel,2205000,False,False,False,False,False
Music Delta - Gospel,2425500,False,False,False,False,False
Music Delta - Gospel,2646000,False,False,False,False,False
Music Delta - Gospel,2866500,False,False,True,True,False
Remember December - C U Next Time,0,False,False,False,True,False
Remember December - C U Next Time,220500,False,False,False,True,False
Remember December - C U Next Time,441000,False,False,False,False,False
Remember December - C U Next Time,661500,False,False,False,False,False
Remember December - C U Next Time,882000,False,False,False,False,False
Remember December - C U Next Time,1102500,False,False,False,False,False
Remember December - C U Next Time,1323000,False,False,False,False,False
Remember December - C U Next Time,1543500,False,False,False,False,False
Remember December - C U Next Time,1764000,False,False,False,False,False
Remember December - C U Next Time,1984500,False,False,False,False,False
Remember December - C U Next Time,2205000,False,False,False,False,False
Remember December - C U Next Time,2425500,False,False,False,False,False
Remember December - C U Next Time,2646000,False,False,False,False,False
Remember December - C U Next Time,2866500,False,False,False,False,False
Remember December - C U Next Time,3087000,False,False,False,True,False
Remember December - C U Next Time,3307500,False,False,False,True,False
Remember December - C U Next Time,3528000,False,False,False,True,False
Remember December - C U Next Time,3748500,False,False,False,False,False
Remember December - C U Next Time,3969000,False,False,False,False,False
Remember December - C U Next Time,4189500,False,False,False,False,False
Remember December - C U Next Time,4410000,False,False,False,False,False
Remember December - C U Next Time,4630500,False,False,False,False,False
Remember December - C U Next Time,4851000,False,False,False,False,False
Remember December - C U Next Time,5071500,False,False,False,False,False
Remember December - C U Next Time,5292000,False,False,False,False,False
Remember December - C U Next Time,5512500,False,False,False,False,False
Remember December - C U Next Time,5733000,False,False,False,False,False
Remember December - C U Next Time,5953500,False,False,False,False,False
Remember December - C U Next Time,6174000,False,False,False,False,False
Remember December - C U Next Time,6394500,False,False,False,False,False
Remember December - C U Next Time,6615000,False,False,False,False,False
Remember December - C U Next Time,6835500,False,False,False,False,False
Remember December - C U Next Time,7056000,False,False,False,False,False
Remember December - C U Next Time,7276500,False,False,False,False,False
Remember December - C U Next Time,7497000,False,False,False,False,False
Remember December - C U Next Time,7717500,False,False,False,False,False
Remember December - C U Next Time,7938000,False,False,False,False,False
Remember December - C U Next Time,8158500,False,False,False,False,False
Remember December - C U Next Time,8379000,False,False,False,False,False
Remember December - C U Next Time,8599500,False,False,False,False,False
Remember December - C U Next Time,8820000,False,False,False,False,False
Remember December - C U Next Time,9040500,False,False,False,False,False
Remember December - C U Next Time,9261000,False,False,False,False,False
Remember December - C U Next Time,9481500,False,False,True,True,False
Remember December - C U Next Time,9702000,True,True,True,True,True
Remember December - C U Next Time,9922500,True,True,True,True,True
Remember December - C U Next Time,10143000,True,True,True,True,True
Actions - South Of The Water,0,False,True,True,False,False
Actions - South Of The Water,220500,False,True,True,False,False
Actions - South Of The Water,441000,False,True,True,False,False
Actions - South Of The Water,661500,False,False,False,False,False
Actions - South Of The Water,882000,False,False,False,False,False
Actions - South Of The Water,1102500,False,False,False,False,False
Actions - South Of The Water,1323000,False,False,False,True,False
Actions - South Of The Water,1543500,False,False,False,True,False
Actions - South Of The Water,1764000,False,False,False,False,False
Actions - South Of The Water,1984500,False,False,False,False,False
Actions - South Of The Water,2205000,False,False,False,False,False
Actions - South Of The Water,2425500,False,False,False,False,False
Actions - South Of The Water,2646000,False,False,False,False,False
Actions - South Of The Water,2866500,False,False,False,False,False
Actions - South Of The Water,3087000,False,False,False,False,False
Actions - South Of The Water,3307500,False,False,False,False,False
Actions - South Of The Water,3528000,False,False,False,False,False
Actions - South Of The Water,3748500,False,False,False,False,False
Actions - South Of The Water,3969000,False,False,False,False,False
Actions - South Of The Water,4189500,False,False,False,False,False
Actions - South Of The Water,4410000,False,False,False,False,False
Actions - South Of The Water,4630500,False,False,False,False,False
Actions - South Of The Water,4851000,False,False,False,False,False
Actions - South Of The Water,5071500,False,False,False,False,False
Actions - South Of The Water,5292000,False,False,False,False,False
Actions - South Of The Water,5512500,False,False,False,False,False
Actions - South Of The Water,5733000,False,False,False,False,False
Actions - South Of The Water,5953500,False,False,False,False,False
Actions - South Of The Water,6174000,False,False,False,True,False
Actions - South Of The Water,6394500,False,False,False,False,False
Actions - South Of The Water,6615000,False,False,False,False,False
Actions - South Of The Water,6835500,False,False,False,False,False
Actions - South Of The Water,7056000,False,False,False,False,False
Actions - South Of The Water,7276500,False,True,False,False,False
Jokers Jacks & Kings - Sea Of Leaves,0,False,True,True,True,False
Jokers Jacks & Kings - Sea Of Leaves,220500,False,False,False,True,False
Jokers Jacks & Kings - Sea Of Leaves,441000,False,False,False,True,False
Jokers Jacks & Kings - Sea Of Leaves,661500,False,False,False,True,False
Jokers Jacks & Kings - Sea Of Leaves,882000,False,False,False,False,False
Jokers Jacks & Kings - Sea Of Leaves,1102500,False,False,False,False,False
Jokers Jacks & Kings - Sea Of Leaves,1323000,False,False,False,False,False
Jokers Jacks & Kings - Sea Of Leaves,1543500,False,False,False,False,False
Jokers Jacks & Kings - Sea Of Leaves,1764000,False,False,False,False,False
Jokers Jacks & Kings - Sea Of Leaves,1984500,False,False,False,False,False
Jokers Jacks & Kings - Sea Of Leaves,2205000,False,False,False,True,False
Jokers Jacks & Kings - Sea Of Leaves,2425500,False,False,False,True,False
Jokers Jacks & Kings - Sea Of Leaves,2646000,False,False,True,True,False
Jokers Jacks & Kings - Sea Of Leaves,2866500,False,False,True,False,False
Jokers Jacks & Kings - Sea Of Leaves,3087000,False,False,False,False,False
Jokers Jacks & Kings - Sea Of Leaves,3307500,False,False,False,False,False
Jokers Jacks & Kings - Sea Of Leaves,3528000,False,False,False,False,False
Jokers Jacks & Kings - Sea Of Leaves,3748500,False,False,False,True,False
Jokers Jacks & Kings - Sea Of Leaves,3969000,False,False,False,True,False
Jokers Jacks & Kings - Sea Of Leaves,4189500,False,False,False,True,False
Jokers Jacks & Kings - Sea Of Leaves,4410000,False,False,False,True,False
Jokers Jacks & Kings - Sea Of Leaves,4630500,False,False,False,False,False
Jokers Jacks & Kings - Sea Of Leaves,4851000,False,False,False,False,False
Jokers Jacks & Kings - Sea Of Leaves,5071500,False,False,False,False,False
Jokers Jacks & Kings - Sea Of Leaves,5292000,False,False,False,False,False
Jokers Jacks & Kings - Sea Of Leaves,5512500,False,False,False,False,False
Jokers Jacks & Kings - Sea Of Leaves,5733000,False,False,False,False,False
Jokers Jacks & Kings - Sea Of Leaves,5953500,False,False,False,True,False
Jokers Jacks & Kings - Sea Of Leaves,6174000,False,False,False,True,False
Jokers Jacks & Kings - Sea Of Leaves,6394500,False,False,False,False,False
Jokers Jacks & Kings - Sea Of Leaves,6615000,False,False,False,False,False
Jokers Jacks & Kings - Sea Of Leaves,6835500,False,False,False,False,False
Jokers Jacks & Kings - Sea Of Leaves,7056000,False,False,False,False,False
Jokers Jacks & Kings - Sea Of Leaves,7276500,False,False,False,False,False
Jokers Jacks & Kings - Sea Of Leaves,7497000,False,False,False,False,False
Jokers Jacks & Kings - Sea Of Leaves,7717500,False,False,False,False,False
Jokers Jacks & Kings - Sea Of Leaves,7938000,False,False,False,True,False
Alexander Ross - Velvet Curtain,0,False,True,True,True,False
Alexander Ross - Velvet Curtain,220500,False,True,True,True,False
Alexander Ross - Velvet Curtain,441000,False,True,True,False,False
Alexander Ross - Velvet Curtain,661500,False,True,True,False,False
Alexander Ross - Velvet Curtain,882000,False,True,True,False,False
Alexander Ross - Velvet Curtain,1102500,False,True,True,False,False
Alexander Ross - Velvet Curtain,1323000,False,True,True,False,False
Alexander Ross - Velvet Curtain,1543500,False,True,True,False,False
Alexander Ross - Velvet Curtain,1764000,False,True,True,False,False
Alexander Ross - Velvet Curtain,1984500,False,True,True,False,False
Alexander Ross - Velvet Curtain,2205000,False,True,True,False,False
Alexander Ross - Velvet Curtain,2425500,False,True,True,False,False
Alexander Ross - Velvet Curtain,2646000,False,True,True,False,False
Alexander Ross - Velvet Curtain,2866500,False,True,True,False,False
Alexander Ross - Velvet Curtain,3087000,False,True,True,False,False
Alexander Ross - Velvet Curtain,3307500,False,True,True,False,False
Alexander Ross - Velvet Curtain,3528000,False,True,True,False,False
Alexander Ross - Velvet Curtain,3748500,False,True,True,False,False
Alexander Ross - Velvet Curtain,3969000,False,True,True,False,False
Alexander Ross - Velvet Curtain,4189500,False,False,True,True,False
Alexander Ross - Velvet Curtain,4410000,False,False,False,True,False
Alexander Ross - Velvet Curtain,4630500,False,False,False,True,False
